game_id,season,week,game_type,home_team,away_team,actual_home_score,actual_away_score,actual_margin,actual_total,market_spread,market_total,market_residual,home_field_indicator,qb_quality_diff,qb_vs_pass_rush_matchup,qb_vs_coverage_matchup,ol_pass_vs_pass_rush_matchup,ol_run_vs_front_matchup,receiving_vs_secondary_matchup,rushing_vs_front_matchup,ol_weakest_diff,ol_strongest_diff,ol_continuity_diff,ol_replacement_starters_diff,wr1_diff,wr2_diff,te1_diff,receiver_replacements_diff,pass_rusher1_diff,pass_rusher2_diff,weakest_coverage_diff,secondary_average_diff,front_seven_average_diff,rest_diff
2021_01_ARI_TEN,2021,1,REG,TEN,ARI,13.0,38.0,-25.0,51.0,2.5,54.0,-27.5,1.0,4.689999999999998,5.494999999999997,4.565000000000005,-3.4510000000000005,-2.733142857142859,1.7850000000000108,5.5728571428571385,-6.829999999999998,-0.18999999999999773,0.0,0,4.850000000000001,8.999999999999993,-8.339999999999996,0,-3.5900000000000034,5.199999999999996,2.230000000000004,-0.1249999999999929,1.5228571428571414,0.0
2021_01_BAL_LV,2021,1,REG,LV,BAL,33.0,27.0,6.0,60.0,-3.0,50.5,9.0,1.0,-1.7999999999999972,-4.069999999999993,-8.337499999999999,-0.8719999999999999,3.6694285714285684,-5.100000000000001,14.701428571428572,8.619999999999997,-4.650000000000006,0.0,0,0.10000000000000142,-0.259999999999998,6.200000000000003,0,-3.8699999999999974,-0.6700000000000017,-6.390000000000001,-6.537500000000001,2.2714285714285722,0.0
2021_01_CHI_LA,2021,1,REG,LA,CHI,34.0,14.0,20.0,48.0,9.5,46.0,10.5,1.0,4.910000000000004,0.025000000000005684,5.9925,-5.073,-2.415142857142861,5.137500000000003,-2.517142857142858,4.140000000000001,0.9000000000000057,0.0,0,3.0600000000000023,1.0399999999999991,9.419999999999995,0,-5.589999999999996,-4.18,-0.0799999999999983,1.082499999999996,-2.2271428571428586,0.0
2021_01_CLE_KC,2021,1,REG,KC,CLE,33.0,29.0,4.0,62.0,5.5,54.5,-1.5,1.0,10.61,4.384999999999991,12.634999999999998,-7.729000000000006,-2.555428571428571,7.232500000000002,-4.46142857142857,3.520000000000003,-5.170000000000002,0.0,0,4.390000000000001,6.45000000000001,7.540000000000006,0,-2.8000000000000114,-9.649999999999999,7.449999999999996,2.0249999999999986,-1.0514285714285734,0.0
2021_01_DAL_TB,2021,1,REG,TB,DAL,31.0,29.0,2.0,60.0,10.0,52.5,-8.0,1.0,0.7999999999999972,10.719999999999985,0.2674999999999983,15.313999999999986,10.672571428571423,4.155000000000001,4.33857142857142,8.989999999999995,3.989999999999995,0.0,0,4.900000000000006,4.039999999999999,12.29,0,8.179999999999993,11.659999999999997,0.38000000000000256,-0.5324999999999989,5.278571428571425,0.0
2021_01_DEN_NYG,2021,1,REG,NYG,DEN,13.0,27.0,-14.0,40.0,-3.0,41.5,-11.0,1.0,-4.690000000000005,-6.155000000000001,-0.2150000000000034,-1.7070000000000007,2.4294285714285664,9.567499999999995,1.8514285714285705,-2.0,4.810000000000002,0.0,0,6.880000000000003,4.030000000000001,3.8999999999999915,0,-1.759999999999998,-1.1700000000000017,1.5599999999999952,4.475000000000001,2.671428571428571,0.0
2021_01_GB_NO,2021,1,REG,NO,GB,38.0,3.0,35.0,41.0,-4.0,49.0,39.0,1.0,-0.8900000000000006,-4.730000000000004,2.427500000000002,-2.1940000000000026,-1.0654285714285692,3.345000000000006,-0.941428571428574,6.469999999999999,-1.7099999999999937,0.0,-1,2.5800000000000054,0.7100000000000009,4.630000000000003,0,-5.239999999999995,-2.4399999999999977,3.8999999999999986,3.3175000000000026,-2.71142857142857,0.0
2021_01_JAX_HOU,2021,1,REG,HOU,JAX,37.0,21.0,16.0,58.0,-3.5,45.5,19.5,1.0,9.25,9.795000000000002,10.832499999999996,-0.39699999999999847,1.6480000000000032,2.9499999999999957,-3.1699999999999946,-0.8300000000000054,0.7700000000000102,0.0,0,0.28999999999999915,-0.060000000000002274,4.799999999999997,0,2.1999999999999957,-1.1099999999999994,1.480000000000004,1.582499999999996,2.5900000000000034,0.0
2021_01_LAC_WAS,2021,1,REG,WAS,LAC,16.0,20.0,-4.0,36.0,2.5,45.5,-6.5,1.0,-8.390000000000008,-4.7350000000000065,-5.32500000000001,6.591000000000001,8.284571428571432,2.2674999999999983,0.8385714285714272,4.300000000000004,2.3400000000000034,0.0,0,-0.5300000000000011,-1.4100000000000037,-3.219999999999999,0,2.269999999999996,5.039999999999999,5.6299999999999955,3.0649999999999977,5.348571428571432,0.0
2021_01_MIA_NE,2021,1,REG,NE,MIA,16.0,17.0,-1.0,33.0,3.5,43.5,-4.5,1.0,-0.769999999999996,-1.4050000000000011,0.5649999999999977,3.2149999999999963,0.20857142857143174,2.8374999999999986,-8.061428571428564,11.019999999999996,-0.06999999999999318,0.0,-1,-5.169999999999995,1.980000000000004,6.119999999999997,0,-3.8100000000000094,2.539999999999999,-1.5400000000000063,1.3349999999999937,-3.6414285714285697,0.0
2021_01_MIN_CIN,2021,1,REG,CIN,MIN,27.0,24.0,3.0,51.0,-3.0,47.0,6.0,1.0,-3.210000000000001,-1.644999999999996,-4.405000000000001,4.207000000000008,1.5405714285714325,-6.3675,-4.251428571428569,-3.8900000000000006,6.150000000000006,0.0,0,-4.260000000000005,-4.04999999999999,-8.910000000000004,0,5.050000000000004,-1.9200000000000017,-0.39000000000000057,-1.1950000000000003,-1.1014285714285705,0.0
2021_01_NYJ_CAR,2021,1,REG,CAR,NYJ,19.0,14.0,5.0,33.0,3.5,44.5,1.5,1.0,2.789999999999999,2.799999999999997,4.07,0.6039999999999992,-3.320285714285717,-0.9099999999999966,3.7857142857142847,0.8000000000000043,1.480000000000004,0.0,0,-0.9500000000000028,-0.6899999999999977,-3.980000000000004,0,2.3999999999999986,-2.3800000000000026,2.5800000000000054,1.2800000000000011,-3.914285714285718,0.0
2021_01_PHI_ATL,2021,1,REG,ATL,PHI,6.0,32.0,-26.0,38.0,3.5,49.0,-29.5,1.0,7.300000000000004,9.600000000000009,6.127500000000005,-1.9979999999999976,-1.9165714285714301,2.4299999999999997,-3.6685714285714255,-9.64,-1.5,0.0,1,8.850000000000009,0.5,1.1900000000000048,-1,2.6299999999999955,1.970000000000006,-2.4299999999999997,-1.1724999999999994,2.3814285714285717,0.0
2021_01_PIT_BUF,2021,1,REG,BUF,PIT,16.0,23.0,-7.0,39.0,6.5,48.0,-13.5,1.0,0.04999999999999716,-5.570000000000007,1.9774999999999991,0.8799999999999955,1.2571428571428598,2.125,2.4471428571428575,4.530000000000001,-1.5300000000000011,0.0,-2,2.6300000000000026,4.020000000000003,0.240000000000002,0,-10.400000000000006,-0.8400000000000034,-1.759999999999998,1.927500000000002,-5.24285714285714,0.0
2021_01_SEA_IND,2021,1,REG,IND,SEA,16.0,28.0,-12.0,44.0,-3.0,49.0,-9.0,1.0,-5.989999999999995,-6.2849999999999895,-3.902499999999989,1.2950000000000017,4.785714285714285,0.8475000000000037,9.155714285714282,4.460000000000001,-1.230000000000004,0.0,0,-5.229999999999997,-4.3600000000000065,2.780000000000001,0,-0.3499999999999943,-0.240000000000002,-2.979999999999997,2.0875000000000057,3.1957142857142884,0.0
2021_01_SF_DET,2021,1,REG,DET,SF,33.0,41.0,-8.0,74.0,-9.5,46.0,1.5,1.0,1.6000000000000014,8.034999999999997,0.15500000000000114,-0.47700000000000387,-6.929142857142857,-3.2124999999999986,3.7928571428571445,-8.68,-4.759999999999991,0.0,0,3.9100000000000037,-5.18,-7.519999999999996,0,5.559999999999995,7.310000000000002,-0.8399999999999963,-1.4450000000000003,-0.017142857142857792,0.0
2021_02_ATL_TB,2021,2,REG,TB,ATL,48.0,25.0,23.0,73.0,13.5,52.0,9.5,1.0,2.9199999999999946,12.144999999999996,4.714999999999996,13.903000000000006,5.753714285714288,6.737500000000004,4.355714285714285,6.630000000000003,0.9599999999999937,0.19999999999999996,0,2.3299999999999983,7.219999999999999,6.039999999999999,0,6.270000000000003,12.18,0.5999999999999943,1.7950000000000017,1.0757142857142838,3.0
2021_02_BUF_MIA,2021,2,REG,MIA,BUF,0.0,35.0,-35.0,35.0,-3.5,48.0,-31.5,1.0,-6.490000000000002,-5.785000000000004,-9.165,-0.9750000000000014,-2.135714285714286,-2.434999999999995,-2.7557142857142836,-2.239999999999995,4.259999999999998,-0.20000000000000007,0,6.800000000000004,-0.3400000000000034,-2.279999999999994,0,2.3599999999999994,-0.9500000000000028,0.8800000000000026,-2.674999999999997,-0.4557142857142864,0.0
2021_02_CIN_CHI,2021,2,REG,CHI,CIN,20.0,17.0,3.0,37.0,2.0,44.5,1.0,1.0,-1.3800000000000026,-0.8049999999999926,-5.660000000000004,-0.4189999999999898,2.2574285714285693,-5.830000000000005,3.691428571428567,3.3599999999999994,-2.1799999999999997,-0.19999999999999996,0,0.9200000000000017,-0.8100000000000023,-3.210000000000001,0,2.20000000000001,-1.0499999999999972,-5.220000000000006,-4.280000000000001,3.251428571428569,0.0
2021_02_DAL_LAC,2021,2,REG,LAC,DAL,17.0,20.0,-3.0,37.0,3.0,55.0,-6.0,1.0,-2.8500000000000014,-5.470000000000006,-7.6100000000000065,-3.172000000000004,-1.7448571428571427,-5.240000000000002,1.0271428571428558,-1.8200000000000003,0.6499999999999986,0.19999999999999996,0,0.3500000000000014,0.5799999999999983,-1.1000000000000014,0,1.0799999999999983,-6.32,-6.650000000000006,-4.760000000000005,-1.192857142857143,-3.0
2021_02_DEN_JAX,2021,2,REG,JAX,DEN,13.0,23.0,-10.0,36.0,-6.0,45.0,-4.0,1.0,-0.10000000000000142,0.8349999999999937,-0.19250000000000256,3.0989999999999895,0.6340000000000003,1.2175000000000011,-1.5699999999999932,1.5999999999999943,2.700000000000003,-0.19999999999999996,0,5.350000000000001,0.2600000000000051,-2.0,0,-0.38000000000000256,2.25,0.7800000000000011,-0.09250000000000114,-1.529999999999994,0.0
2021_02_DET_GB,2021,2,REG,GB,DET,35.0,17.0,18.0,52.0,11.5,49.5,6.5,1.0,2.1099999999999994,-0.4200000000000017,5.419999999999995,-1.8979999999999961,2.2405714285714353,3.5224999999999937,4.828571428571429,-1.509999999999998,3.7700000000000102,-0.20000000000000007,0,-0.18999999999999773,-0.6900000000000048,-0.10000000000000142,0,-1.1300000000000026,-3.9299999999999997,4.0,3.309999999999995,1.6085714285714303,0.0
2021_02_HOU_CLE,2021,2,REG,CLE,HOU,31.0,21.0,10.0,52.0,13.5,48.5,-3.5,1.0,-8.219999999999999,-1.0349999999999966,-9.264999999999993,8.669000000000004,2.6240000000000023,-1.3549999999999969,7.079999999999998,0.75,3.6700000000000017,0.4,0,-1.490000000000002,-0.03999999999999915,0.5600000000000023,0,8.380000000000003,5.990000000000002,-0.44999999999999574,-1.0449999999999946,1.1400000000000006,0.0
2021_02_KC_BAL,2021,2,REG,BAL,KC,36.0,35.0,1.0,71.0,-3.5,53.5,4.5,1.0,-4.100000000000001,1.0350000000000037,-2.352499999999999,1.8090000000000046,2.1054285714285683,0.3500000000000014,-1.3385714285714272,-8.200000000000003,-0.45999999999999375,-0.19999999999999996,0,-0.8999999999999986,-1.029999999999994,-5.200000000000003,0,0.36999999999999744,9.899999999999999,-1.2800000000000011,1.7475000000000023,5.431428571428569,-1.0
2021_02_LA_IND,2021,2,REG,IND,LA,24.0,27.0,-3.0,51.0,-4.0,48.0,1.0,1.0,-4.5,-8.784999999999997,-1.3275000000000006,-0.40100000000000335,2.6754285714285615,2.757499999999993,0.20142857142856485,5.8700000000000045,4.86999999999999,-0.20000000000000007,0,2.240000000000002,0.5700000000000003,-4.480000000000004,0,-4.259999999999998,-4.310000000000002,1.6599999999999966,3.1724999999999994,-1.2085714285714317,0.0
2021_02_LV_PIT,2021,2,REG,PIT,LV,17.0,26.0,-9.0,43.0,5.5,46.5,-14.5,1.0,-3.0,3.644999999999996,-0.730000000000004,1.2889999999999944,-0.8845714285714337,-0.9000000000000057,-2.018571428571434,-3.0899999999999963,-3.3599999999999994,0.4,1,-4.18,-0.8999999999999986,-5.049999999999997,0,18.049999999999997,-4.759999999999998,1.7899999999999991,2.269999999999996,4.471428571428568,1.0
2021_02_MIN_ARI,2021,2,REG,ARI,MIN,34.0,33.0,1.0,67.0,4.0,51.0,-3.0,1.0,-2.969999999999999,8.97999999999999,-4.897499999999994,18.551999999999985,9.424857142857142,-2.1174999999999926,0.7028571428571482,9.799999999999997,5.200000000000003,0.0,0,-0.3999999999999986,-2.9099999999999966,2.0799999999999983,0,11.929999999999993,11.969999999999999,-5.1299999999999955,-1.9274999999999949,2.8228571428571456,0.0
2021_02_NE_NYJ,2021,2,REG,NYJ,NE,6.0,25.0,-19.0,31.0,-5.5,43.0,-13.5,1.0,3.3599999999999994,2.825000000000003,-0.3999999999999986,0.4590000000000032,4.132571428571424,-2.6625000000000014,4.278571428571425,-0.1700000000000017,0.8699999999999974,0.0,0,1.7100000000000009,2.1299999999999955,-5.3700000000000045,0,-2.999999999999993,1.9299999999999997,-1.2000000000000028,-3.759999999999998,3.1385714285714243,0.0
2021_02_NO_CAR,2021,2,REG,CAR,NO,26.0,7.0,19.0,33.0,-3.0,45.0,22.0,1.0,-12.849999999999994,-3.7199999999999847,-18.074999999999996,9.988000000000007,2.260857142857148,-9.645000000000003,-0.2571428571428527,2.3699999999999974,2.1300000000000026,0.19999999999999996,0,-7.590000000000003,-4.419999999999995,-4.82,0,8.410000000000004,9.850000000000001,-3.729999999999997,-5.225000000000001,1.402857142857151,0.0
2021_02_NYG_WAS,2021,2,REG,WAS,NYG,30.0,29.0,1.0,59.0,4.0,42.0,-3.0,1.0,1.7100000000000009,6.664999999999999,1.6149999999999949,5.331000000000003,1.0131428571428671,-1.3575000000000088,1.277142857142863,2.8200000000000003,-3.269999999999996,0.0,0,-0.6299999999999955,0.17999999999999972,-3.269999999999996,0,5.740000000000002,4.170000000000002,6.039999999999999,-0.09500000000000597,0.6371428571428623,0.0
2021_02_SF_PHI,2021,2,REG,PHI,SF,11.0,17.0,-6.0,28.0,-3.0,49.0,-3.0,1.0,-3.769999999999996,-3.094999999999999,-1.3774999999999906,0.8089999999999975,0.9297142857142902,-3.0749999999999957,1.355714285714292,-1.1700000000000017,0.8900000000000006,-0.19999999999999996,0,-8.530000000000001,-5.909999999999997,-4.509999999999991,0,3.4299999999999997,-2.0799999999999983,3.1000000000000014,2.3925000000000054,0.7957142857142898,0.0
2021_02_TEN_SEA,2021,2,REG,SEA,TEN,30.0,33.0,-3.0,63.0,6.5,53.5,-9.5,1.0,2.240000000000002,-2.865000000000002,3.332499999999996,-7.213000000000008,-5.178000000000004,0.9924999999999926,-3.8900000000000006,-2.1000000000000014,-0.4199999999999946,0.19999999999999996,0,2.280000000000001,-1.009999999999998,2.6099999999999994,0,-5.539999999999999,-4.670000000000002,-1.980000000000004,1.092499999999994,-3.0700000000000003,0.0
2021_03_ARI_JAX,2021,3,REG,JAX,ARI,19.0,31.0,-12.0,50.0,-8.0,51.5,-4.0,1.0,-2.1400000000000006,-11.659999999999997,-2.4424999999999955,-11.79399999999999,-7.432571428571421,-3.3699999999999903,-4.698571428571434,-3.1599999999999966,-1.3499999999999943,0.0,0,-1.5300000000000011,-3.0799999999999983,-7.57,0,-8.450000000000003,-10.589999999999996,3.270000000000003,-0.3024999999999949,-5.1585714285714275,0.0
2021_03_ATL_NYG,2021,3,REG,NYG,ATL,14.0,17.0,-3.0,31.0,3.0,48.0,-6.0,1.0,-2.1000000000000014,-4.700000000000003,6.255000000000003,0.5760000000000005,1.7288571428571444,10.470000000000006,0.3028571428571425,4.100000000000001,1.2199999999999989,-0.19999999999999996,0,-0.769999999999996,1.5799999999999983,2.5799999999999983,0,-5.039999999999999,-0.1599999999999966,4.520000000000003,8.355000000000004,-1.4471428571428575,3.0
